iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_imputation__params,param_feature_selection__threshold,param_feature_selection__strategy,param_feature_extraction__params,param_feature_extraction__n_lags,param_classifier__base_estimator__n_estimators,param_classifier__base_estimator__max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,57,0.07217245101928711,0.0757064911404475,0.0037274837493896486,0.007454967498779297,"('interpolate', ('polynomial', 3))",0.9,correlation,"('pycatch22', {})",3,100,5,"{'imputation__params': ('interpolate', ('polynomial', 3)), 'feature_selection__threshold': 0.9, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 3, 'classifier__base_estimator__n_estimators': 100, 'classifier__base_estimator__max_depth': 5}",,,,,,,,12,,,,,,,
0,57,0.08539786338806152,0.09448289705222244,0.005536127090454102,0.011072254180908205,"('interpolate', ('spline', 3))",0.9,correlation,"('pycatch22', {})",3,50,5,"{'imputation__params': ('interpolate', ('spline', 3)), 'feature_selection__threshold': 0.9, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 3, 'classifier__base_estimator__n_estimators': 50, 'classifier__base_estimator__max_depth': 5}",,,,,,,,12,,,,,,,
0,57,0.0497797966003418,0.030557420856545576,0.003723812103271484,0.0074476242065429675,"('interpolate', ('spline', 2))",0.85,pca,"('pycatch22', {})",3,100,7,"{'imputation__params': ('interpolate', ('spline', 2)), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 3, 'classifier__base_estimator__n_estimators': 100, 'classifier__base_estimator__max_depth': 7}",,,,,,,,12,,,,,,,
0,57,0.027086210250854493,0.007455485705911053,0.0,0.0,"('interpolate', ('spline', 2))",0.9,pca,"('pycatch22', {})",8,50,3,"{'imputation__params': ('interpolate', ('spline', 2)), 'feature_selection__threshold': 0.9, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 8, 'classifier__base_estimator__n_estimators': 50, 'classifier__base_estimator__max_depth': 3}",,,,,,,,12,,,,,,,
0,57,0.06344175338745117,0.0600468106321154,0.004690933227539063,0.009381866455078125,"('interpolate', ('spline', 3))",0.85,correlation,"('pycatch22', {})",3,100,7,"{'imputation__params': ('interpolate', ('spline', 3)), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 3, 'classifier__base_estimator__n_estimators': 100, 'classifier__base_estimator__max_depth': 7}",,,,,,,,12,,,,,,,
0,57,0.03129243850708008,0.008090762451947507,0.0,0.0,"('ffill', None)",0.85,correlation,"('pycatch22', {})",8,50,5,"{'imputation__params': ('ffill', None), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 8, 'classifier__base_estimator__n_estimators': 50, 'classifier__base_estimator__max_depth': 5}",,,,,,,,12,,,,,,,
0,57,0.02966933250427246,0.005866403564836358,0.0,0.0,"('interpolate', 'linear')",0.95,correlation,"('pycatch22', {})",5,50,3,"{'imputation__params': ('interpolate', 'linear'), 'feature_selection__threshold': 0.95, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 5, 'classifier__base_estimator__n_estimators': 50, 'classifier__base_estimator__max_depth': 3}",,,,,,,,12,,,,,,,
0,57,0.04461903572082519,0.02082726920117424,0.004141664505004883,0.008283329010009766,"('ffill', None)",0.85,pca,"('pycatch22', {})",3,50,3,"{'imputation__params': ('ffill', None), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 3, 'classifier__base_estimator__n_estimators': 50, 'classifier__base_estimator__max_depth': 3}",,,,,,,,12,,,,,,,
0,57,0.03817658424377442,0.010398828129842093,0.0,0.0,"('interpolate', 'linear')",0.85,correlation,"('pycatch22', {})",5,100,3,"{'imputation__params': ('interpolate', 'linear'), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 5, 'classifier__base_estimator__n_estimators': 100, 'classifier__base_estimator__max_depth': 3}",,,,,,,,12,,,,,,,
0,57,0.059547042846679686,0.04409094626895107,0.0038288116455078127,0.007657623291015625,"('interpolate', 'linear')",0.95,correlation,"('pycatch22', {})",3,25,7,"{'imputation__params': ('interpolate', 'linear'), 'feature_selection__threshold': 0.95, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 3, 'classifier__base_estimator__n_estimators': 25, 'classifier__base_estimator__max_depth': 7}",,,,,,,,12,,,,,,,
0,57,0.03828344345092773,0.020671518494250803,0.004796409606933593,0.009592819213867187,"('interpolate', ('polynomial', 2))",0.95,pca,"('pycatch22', {})",3,100,3,"{'imputation__params': ('interpolate', ('polynomial', 2)), 'feature_selection__threshold': 0.95, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 3, 'classifier__base_estimator__n_estimators': 100, 'classifier__base_estimator__max_depth': 3}",,,,,,,,12,,,,,,,
0,57,0.029320526123046874,0.011916808778566382,0.0,0.0,"('interpolate', ('spline', 2))",0.85,pca,"('pycatch22', {})",5,100,3,"{'imputation__params': ('interpolate', ('spline', 2)), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 5, 'classifier__base_estimator__n_estimators': 100, 'classifier__base_estimator__max_depth': 3}",,,,,,,,12,,,,,,,
0,57,0.058726930618286134,0.05676050943642112,0.005854463577270508,0.011708927154541016,"('ffill', None)",0.95,correlation,"('pycatch22', {})",3,100,7,"{'imputation__params': ('ffill', None), 'feature_selection__threshold': 0.95, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 3, 'classifier__base_estimator__n_estimators': 100, 'classifier__base_estimator__max_depth': 7}",,,,,,,,12,,,,,,,
0,57,0.027502727508544923,0.00774183851306768,0.0,0.0,"('interpolate', ('spline', 3))",0.95,pca,"('pycatch22', {})",8,25,3,"{'imputation__params': ('interpolate', ('spline', 3)), 'feature_selection__threshold': 0.95, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 8, 'classifier__base_estimator__n_estimators': 25, 'classifier__base_estimator__max_depth': 3}",,,,,,,,12,,,,,,,
0,57,0.04456806182861328,0.02561149790197913,0.002515077590942383,0.005030155181884766,"('interpolate', ('spline', 2))",0.95,pca,"('pycatch22', {})",3,50,5,"{'imputation__params': ('interpolate', ('spline', 2)), 'feature_selection__threshold': 0.95, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 3, 'classifier__base_estimator__n_estimators': 50, 'classifier__base_estimator__max_depth': 5}",,,,,,,,12,,,,,,,
0,57,0.03640279769897461,0.010261019040508459,0.0,0.0,"('interpolate', 'linear')",0.95,pca,"('pycatch22', {})",5,100,3,"{'imputation__params': ('interpolate', 'linear'), 'feature_selection__threshold': 0.95, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 5, 'classifier__base_estimator__n_estimators': 100, 'classifier__base_estimator__max_depth': 3}",,,,,,,,12,,,,,,,
0,57,0.023586177825927736,0.007752465237584531,0.0,0.0,"('interpolate', ('polynomial', 2))",0.9,correlation,"('pycatch22', {})",5,25,5,"{'imputation__params': ('interpolate', ('polynomial', 2)), 'feature_selection__threshold': 0.9, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 5, 'classifier__base_estimator__n_estimators': 25, 'classifier__base_estimator__max_depth': 5}",,,,,,,,12,,,,,,,
0,57,0.054754018783569336,0.03934090017635706,0.0035339832305908204,0.007067966461181642,"('interpolate', ('polynomial', 2))",0.85,correlation,"('pycatch22', {})",3,25,3,"{'imputation__params': ('interpolate', ('polynomial', 2)), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 3, 'classifier__base_estimator__n_estimators': 25, 'classifier__base_estimator__max_depth': 3}",,,,,,,,12,,,,,,,
0,57,0.026831340789794923,0.004621109509082377,0.0,0.0,"('interpolate', ('polynomial', 3))",0.9,pca,"('pycatch22', {})",5,50,5,"{'imputation__params': ('interpolate', ('polynomial', 3)), 'feature_selection__threshold': 0.9, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 5, 'classifier__base_estimator__n_estimators': 50, 'classifier__base_estimator__max_depth': 5}",,,,,,,,12,,,,,,,
0,57,0.02568049430847168,0.011644357532090465,0.0,0.0,"('interpolate', ('polynomial', 2))",0.85,correlation,"('pycatch22', {})",8,100,7,"{'imputation__params': ('interpolate', ('polynomial', 2)), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 8, 'classifier__base_estimator__n_estimators': 100, 'classifier__base_estimator__max_depth': 7}",,,,,,,,12,,,,,,,
0,57,0.02917962074279785,0.00556258958621403,0.0,0.0,"('interpolate', ('spline', 2))",0.85,correlation,"('pycatch22', {})",8,100,5,"{'imputation__params': ('interpolate', ('spline', 2)), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 8, 'classifier__base_estimator__n_estimators': 100, 'classifier__base_estimator__max_depth': 5}",,,,,,,,12,,,,,,,
0,57,0.02496485710144043,0.005914979355578595,0.0,0.0,"('interpolate', ('polynomial', 3))",0.85,correlation,"('pycatch22', {})",5,50,7,"{'imputation__params': ('interpolate', ('polynomial', 3)), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 5, 'classifier__base_estimator__n_estimators': 50, 'classifier__base_estimator__max_depth': 7}",,,,,,,,12,,,,,,,
0,57,0.04723238945007324,0.042168819987685804,0.0025343894958496094,0.005068778991699219,"('ffill', None)",0.85,correlation,"('pycatch22', {})",3,25,7,"{'imputation__params': ('ffill', None), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 3, 'classifier__base_estimator__n_estimators': 25, 'classifier__base_estimator__max_depth': 7}",,,,,,,,12,,,,,,,
0,57,0.02338242530822754,0.0041733045436642725,0.0,0.0,"('interpolate', ('polynomial', 2))",0.95,pca,"('pycatch22', {})",5,100,7,"{'imputation__params': ('interpolate', ('polynomial', 2)), 'feature_selection__threshold': 0.95, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 5, 'classifier__base_estimator__n_estimators': 100, 'classifier__base_estimator__max_depth': 7}",,,,,,,,12,,,,,,,
0,57,0.022834205627441408,0.004958928489243092,0.0,0.0,"('ffill', None)",0.85,pca,"('pycatch22', {})",5,100,3,"{'imputation__params': ('ffill', None), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 5, 'classifier__base_estimator__n_estimators': 100, 'classifier__base_estimator__max_depth': 3}",,,,,,,,12,,,,,,,
0,57,0.02289738655090332,0.006272652950706683,0.0,0.0,"('interpolate', ('polynomial', 2))",0.9,pca,"('pycatch22', {})",5,50,7,"{'imputation__params': ('interpolate', ('polynomial', 2)), 'feature_selection__threshold': 0.9, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 5, 'classifier__base_estimator__n_estimators': 50, 'classifier__base_estimator__max_depth': 7}",,,,,,,,12,,,,,,,
0,57,0.030490589141845704,0.006224051723947507,0.0,0.0,"('interpolate', ('spline', 3))",0.85,pca,"('pycatch22', {})",5,100,3,"{'imputation__params': ('interpolate', ('spline', 3)), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 5, 'classifier__base_estimator__n_estimators': 100, 'classifier__base_estimator__max_depth': 3}",,,,,,,,12,,,,,,,
0,57,0.038166236877441403,0.01760454646938999,0.004036664962768555,0.00807332992553711,"('interpolate', 'linear')",0.9,pca,"('pycatch22', {})",3,100,7,"{'imputation__params': ('interpolate', 'linear'), 'feature_selection__threshold': 0.9, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 3, 'classifier__base_estimator__n_estimators': 100, 'classifier__base_estimator__max_depth': 7}",,,,,,,,12,,,,,,,
0,57,0.017150211334228515,0.007972174495661738,0.0,0.0,"('ffill', None)",0.85,pca,"('pycatch22', {})",8,25,7,"{'imputation__params': ('ffill', None), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 8, 'classifier__base_estimator__n_estimators': 25, 'classifier__base_estimator__max_depth': 7}",,,,,,,,12,,,,,,,
0,57,0.02674245834350586,0.012057823005596624,0.0,0.0,"('interpolate', 'linear')",0.85,correlation,"('pycatch22', {})",8,50,3,"{'imputation__params': ('interpolate', 'linear'), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 8, 'classifier__base_estimator__n_estimators': 50, 'classifier__base_estimator__max_depth': 3}",,,,,,,,12,,,,,,,
0,57,0.03805694580078125,0.012293623135676938,0.004042911529541016,0.008085823059082032,"('interpolate', ('spline', 2))",0.9,pca,"('pycatch22', {})",3,100,3,"{'imputation__params': ('interpolate', ('spline', 2)), 'feature_selection__threshold': 0.9, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 3, 'classifier__base_estimator__n_estimators': 100, 'classifier__base_estimator__max_depth': 3}",,,,,,,,12,,,,,,,
0,57,0.024141836166381835,0.0044632579022757645,0.0,0.0,"('ffill', None)",0.95,correlation,"('pycatch22', {})",5,25,7,"{'imputation__params': ('ffill', None), 'feature_selection__threshold': 0.95, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 5, 'classifier__base_estimator__n_estimators': 25, 'classifier__base_estimator__max_depth': 7}",,,,,,,,12,,,,,,,
0,57,0.023825645446777344,0.004501299501772779,0.0,0.0,"('interpolate', 'linear')",0.9,correlation,"('pycatch22', {})",5,100,3,"{'imputation__params': ('interpolate', 'linear'), 'feature_selection__threshold': 0.9, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 5, 'classifier__base_estimator__n_estimators': 100, 'classifier__base_estimator__max_depth': 3}",,,,,,,,12,,,,,,,
0,57,0.05885815620422363,0.056956840712919864,0.0030585289001464843,0.006117057800292969,"('interpolate', ('polynomial', 2))",0.9,pca,"('pycatch22', {})",3,100,3,"{'imputation__params': ('interpolate', ('polynomial', 2)), 'feature_selection__threshold': 0.9, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 3, 'classifier__base_estimator__n_estimators': 100, 'classifier__base_estimator__max_depth': 3}",,,,,,,,12,,,,,,,
0,57,0.03126912117004395,0.0075901188673256495,0.0,0.0,"('interpolate', ('spline', 3))",0.9,pca,"('pycatch22', {})",5,25,7,"{'imputation__params': ('interpolate', ('spline', 3)), 'feature_selection__threshold': 0.9, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 5, 'classifier__base_estimator__n_estimators': 25, 'classifier__base_estimator__max_depth': 7}",,,,,,,,12,,,,,,,
0,57,0.031087970733642577,0.006256285050203583,0.0,0.0,"('interpolate', ('polynomial', 2))",0.85,pca,"('pycatch22', {})",5,100,3,"{'imputation__params': ('interpolate', ('polynomial', 2)), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 5, 'classifier__base_estimator__n_estimators': 100, 'classifier__base_estimator__max_depth': 3}",,,,,,,,12,,,,,,,
0,57,0.023187541961669923,0.005230014691153871,0.0,0.0,"('interpolate', ('polynomial', 2))",0.85,correlation,"('pycatch22', {})",8,25,5,"{'imputation__params': ('interpolate', ('polynomial', 2)), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 8, 'classifier__base_estimator__n_estimators': 25, 'classifier__base_estimator__max_depth': 5}",,,,,,,,12,,,,,,,
0,57,0.03061838150024414,0.005896123562087965,0.0,0.0,"('interpolate', ('polynomial', 2))",0.85,pca,"('pycatch22', {})",5,100,5,"{'imputation__params': ('interpolate', ('polynomial', 2)), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 5, 'classifier__base_estimator__n_estimators': 100, 'classifier__base_estimator__max_depth': 5}",,,,,,,,12,,,,,,,
0,57,0.027519083023071288,0.006225054621960313,0.0,0.0,"('interpolate', ('spline', 2))",0.9,correlation,"('pycatch22', {})",8,100,7,"{'imputation__params': ('interpolate', ('spline', 2)), 'feature_selection__threshold': 0.9, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 8, 'classifier__base_estimator__n_estimators': 100, 'classifier__base_estimator__max_depth': 7}",,,,,,,,12,,,,,,,
0,57,0.05335712432861328,0.04166987075730476,0.004041290283203125,0.008082580566406249,"('interpolate', ('spline', 2))",0.85,correlation,"('pycatch22', {})",3,25,3,"{'imputation__params': ('interpolate', ('spline', 2)), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 3, 'classifier__base_estimator__n_estimators': 25, 'classifier__base_estimator__max_depth': 3}",,,,,,,,12,,,,,,,
0,57,0.05954289436340332,0.0528129813762262,0.003432893753051758,0.006865787506103516,"('interpolate', ('spline', 2))",0.95,correlation,"('pycatch22', {})",3,25,5,"{'imputation__params': ('interpolate', ('spline', 2)), 'feature_selection__threshold': 0.95, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 3, 'classifier__base_estimator__n_estimators': 25, 'classifier__base_estimator__max_depth': 5}",,,,,,,,12,,,,,,,
0,57,0.02933053970336914,0.006284528239700488,0.0,0.0,"('interpolate', ('polynomial', 3))",0.85,pca,"('pycatch22', {})",5,100,3,"{'imputation__params': ('interpolate', ('polynomial', 3)), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 5, 'classifier__base_estimator__n_estimators': 100, 'classifier__base_estimator__max_depth': 3}",,,,,,,,12,,,,,,,
0,57,0.028218746185302734,0.009777723388438134,0.0,0.0,"('interpolate', ('polynomial', 2))",0.85,correlation,"('pycatch22', {})",8,50,5,"{'imputation__params': ('interpolate', ('polynomial', 2)), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 8, 'classifier__base_estimator__n_estimators': 50, 'classifier__base_estimator__max_depth': 5}",,,,,,,,12,,,,,,,
0,57,0.043532514572143556,0.017513789521172732,0.005651140213012695,0.01130228042602539,"('interpolate', ('spline', 2))",0.85,pca,"('pycatch22', {})",3,25,3,"{'imputation__params': ('interpolate', ('spline', 2)), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 3, 'classifier__base_estimator__n_estimators': 25, 'classifier__base_estimator__max_depth': 3}",,,,,,,,12,,,,,,,
1,171,0.03791990280151367,0.010995320492757088,0.0,0.0,"('interpolate', ('polynomial', 3))",0.85,pca,"('pycatch22', {})",8,50,5,"{'imputation__params': ('interpolate', ('polynomial', 3)), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 8, 'classifier__base_estimator__n_estimators': 50, 'classifier__base_estimator__max_depth': 5}",,,,,,,,12,,,,,,,
1,171,0.039720010757446286,0.011219797952063687,0.0,0.0,"('interpolate', ('polynomial', 2))",0.85,correlation,"('pycatch22', {})",5,25,5,"{'imputation__params': ('interpolate', ('polynomial', 2)), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 5, 'classifier__base_estimator__n_estimators': 25, 'classifier__base_estimator__max_depth': 5}",,,,,,,,12,,,,,,,
1,171,0.11225848197937012,0.05195953606882672,0.053731250762939456,0.02951297003496437,"('interpolate', ('spline', 3))",0.85,pca,"('pycatch22', {})",3,50,5,"{'imputation__params': ('interpolate', ('spline', 3)), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 3, 'classifier__base_estimator__n_estimators': 50, 'classifier__base_estimator__max_depth': 5}",0.5,,,,,,,12,0.5,,0.5,,,,
1,171,0.18148517608642578,0.07286655854377198,0.05870676040649414,0.036223745516833036,"('interpolate', ('polynomial', 2))",0.9,pca,"('pycatch22', {})",3,100,5,"{'imputation__params': ('interpolate', ('polynomial', 2)), 'feature_selection__threshold': 0.9, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 3, 'classifier__base_estimator__n_estimators': 100, 'classifier__base_estimator__max_depth': 5}",0.5,,,,,,,12,0.5,,0.5,,,,
1,171,0.038640499114990234,0.006863418899594673,0.0,0.0,"('ffill', None)",0.85,pca,"('pycatch22', {})",8,50,7,"{'imputation__params': ('ffill', None), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 8, 'classifier__base_estimator__n_estimators': 50, 'classifier__base_estimator__max_depth': 7}",,,,,,,,12,,,,,,,
1,171,0.030322170257568358,0.012498877049201674,0.0,0.0,"('interpolate', ('polynomial', 2))",0.85,pca,"('pycatch22', {})",5,25,3,"{'imputation__params': ('interpolate', ('polynomial', 2)), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 5, 'classifier__base_estimator__n_estimators': 25, 'classifier__base_estimator__max_depth': 3}",,,,,,,,12,,,,,,,
1,171,0.036402416229248044,0.005005428992938823,0.0,0.0,"('interpolate', ('polynomial', 2))",0.85,pca,"('pycatch22', {})",5,50,5,"{'imputation__params': ('interpolate', ('polynomial', 2)), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 5, 'classifier__base_estimator__n_estimators': 50, 'classifier__base_estimator__max_depth': 5}",,,,,,,,12,,,,,,,
1,171,0.04457931518554688,0.010356542471013842,0.0,0.0,"('interpolate', ('polynomial', 3))",0.95,correlation,"('pycatch22', {})",8,100,7,"{'imputation__params': ('interpolate', ('polynomial', 3)), 'feature_selection__threshold': 0.95, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 8, 'classifier__base_estimator__n_estimators': 100, 'classifier__base_estimator__max_depth': 7}",,,,,,,,12,,,,,,,
1,171,0.20649371147155762,0.08262118926855389,0.05018372535705566,0.028242910777902825,"('interpolate', ('spline', 3))",0.85,correlation,"('pycatch22', {})",3,50,5,"{'imputation__params': ('interpolate', ('spline', 3)), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 3, 'classifier__base_estimator__n_estimators': 50, 'classifier__base_estimator__max_depth': 5}",0.5,,,,,,,12,0.5,,0.5,,,,
1,171,0.2221102237701416,0.08588682440099592,0.051877927780151364,0.028141697719805292,"('interpolate', ('polynomial', 3))",0.85,correlation,"('pycatch22', {})",3,25,7,"{'imputation__params': ('interpolate', ('polynomial', 3)), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 3, 'classifier__base_estimator__n_estimators': 25, 'classifier__base_estimator__max_depth': 7}",0.5,,,,,,,12,0.5,,0.5,,,,
1,171,0.04987311363220215,0.019400771898821324,0.0,0.0,"('ffill', None)",0.85,pca,"('pycatch22', {})",8,50,3,"{'imputation__params': ('ffill', None), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 8, 'classifier__base_estimator__n_estimators': 50, 'classifier__base_estimator__max_depth': 3}",,,,,,,,12,,,,,,,
1,171,0.04738779067993164,0.014793379995511773,0.0,0.0,"('ffill', None)",0.9,pca,"('pycatch22', {})",5,25,3,"{'imputation__params': ('ffill', None), 'feature_selection__threshold': 0.9, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 5, 'classifier__base_estimator__n_estimators': 25, 'classifier__base_estimator__max_depth': 3}",,,,,,,,12,,,,,,,
1,171,0.0406496524810791,0.010497098510786245,0.0,0.0,"('ffill', None)",0.9,pca,"('pycatch22', {})",8,50,5,"{'imputation__params': ('ffill', None), 'feature_selection__threshold': 0.9, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 8, 'classifier__base_estimator__n_estimators': 50, 'classifier__base_estimator__max_depth': 5}",,,,,,,,12,,,,,,,
1,171,0.036440563201904294,0.01551915288022405,0.0,0.0,"('interpolate', ('spline', 3))",0.95,pca,"('pycatch22', {})",8,100,5,"{'imputation__params': ('interpolate', ('spline', 3)), 'feature_selection__threshold': 0.95, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 8, 'classifier__base_estimator__n_estimators': 100, 'classifier__base_estimator__max_depth': 5}",,,,,,,,12,,,,,,,
1,171,0.2037024974822998,0.08538886622336103,0.0445798397064209,0.024391394294493902,"('interpolate', ('polynomial', 2))",0.95,correlation,"('pycatch22', {})",3,100,3,"{'imputation__params': ('interpolate', ('polynomial', 2)), 'feature_selection__threshold': 0.95, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 3, 'classifier__base_estimator__n_estimators': 100, 'classifier__base_estimator__max_depth': 3}",0.5,,,,,,,12,0.5,,0.5,,,,
