mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_imputation__params,param_feature_selection__threshold,param_feature_selection__strategy,param_feature_extraction__params,param_feature_extraction__n_lags,param_classifier__base_estimator__n_estimators,param_classifier__base_estimator__max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
2.3222803115844726,1.0226997628066348,1.0054229736328124,0.6234548649142737,"('interpolate', ('spline', 2))",0.85,pca,"('pycatch22', {})",3,300,3,"{'imputation__params': ('interpolate', ('spline', 2)), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 3, 'classifier__base_estimator__n_estimators': 300, 'classifier__base_estimator__max_depth': 3}",0.44451999999999997,0.5986613024656503,0.5195328919714166,0.535658409387223,0.6046134743767537,0.5405972156402086,0.058597693581744374,4,0.9615092515879591,0.9331968726914553,0.9011538461538462,0.8788248675340528,0.827949832493204,0.9005269340921036,0.04588022738254674
2.6410106658935546,1.1199008443224698,0.8186472415924072,0.043593318371267,"('interpolate', ('polynomial', 3))",0.9,pca,"('pycatch22', {})",8,300,7,"{'imputation__params': ('interpolate', ('polynomial', 3)), 'feature_selection__threshold': 0.9, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 8, 'classifier__base_estimator__n_estimators': 300, 'classifier__base_estimator__max_depth': 7}",0.4771132785763176,0.5428467975539105,0.4954281695094074,0.5047262647262647,0.5877562388591799,0.521574149845016,0.0394381212571844,5,0.9865773115773115,0.9765794434197459,0.9647663300866767,0.9562881004009491,0.9336404308300866,0.963570323262954,0.018159396365122617
3.22711181640625,1.4865701493801786,0.8072720050811768,0.07580948651385772,"('interpolate', ('spline', 2))",0.9,correlation,"('pycatch22', {})",8,50,5,"{'imputation__params': ('interpolate', ('spline', 2)), 'feature_selection__threshold': 0.9, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 8, 'classifier__base_estimator__n_estimators': 50, 'classifier__base_estimator__max_depth': 5}",0.5952686516084873,0.5220469906662376,0.6550026375945137,0.7118503118503119,0.6345588235294118,0.6237454830497925,0.0632612237987127,2,1.0,1.0,0.9980654097042266,0.9948193683004665,0.9869759087822141,0.9959721373573813,0.004880371894208667
1.9894381046295166,0.8206678445673891,0.641996955871582,0.058299953977548655,"('interpolate', 'linear')",0.85,pca,"('pycatch22', {})",3,50,11,"{'imputation__params': ('interpolate', 'linear'), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'pca', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 3, 'classifier__base_estimator__n_estimators': 50, 'classifier__base_estimator__max_depth': 11}",0.4800133333333334,0.6158714473931866,0.5459620638923917,0.540009778357236,0.6005337504434483,0.5564780746839192,0.04836759912398724,3,0.9620155573966676,0.9403379709431174,0.9117200107584723,0.9007776883883079,0.8696970640707933,0.9169096583114718,0.03193628004421041
2.8761194229125975,1.1561070758078147,0.5747366905212402,0.04234009353978006,"('interpolate', ('spline', 2))",0.85,correlation,"('pycatch22', {})",3,50,3,"{'imputation__params': ('interpolate', ('spline', 2)), 'feature_selection__threshold': 0.85, 'feature_selection__strategy': 'correlation', 'feature_extraction__params': ('pycatch22', {}), 'feature_extraction__n_lags': 3, 'classifier__base_estimator__n_estimators': 50, 'classifier__base_estimator__max_depth': 3}",0.5532133333333333,0.7112977602108037,0.7101986128625473,0.7170876792698827,0.6817492824200987,0.6747093336193332,0.0619757453304642,1,0.9698863113320445,0.9383526225067718,0.9167549757934373,0.8995246946116644,0.8719540679904079,0.919294534446865,0.033350125332530824
