mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__base_estimator__max_depth,param_classifier__base_estimator__n_estimators,param_feature_extraction__n_lags,param_feature_extraction__params,param_feature_selection__strategy,param_feature_selection__threshold,param_imputation__params,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
15.431332015991211,6.862037477630572,2.838887929916382,0.1985662536067933,3,25,3,"('pycatch22', {})",correlation,0.85,"('interpolate', 'linear')","{'classifier__base_estimator__max_depth': 3, 'classifier__base_estimator__n_estimators': 25, 'feature_extraction__n_lags': 3, 'feature_extraction__params': ('pycatch22', {}), 'feature_selection__strategy': 'correlation', 'feature_selection__threshold': 0.85, 'imputation__params': ('interpolate', 'linear')}",0.5590722505103071,0.5701418852066057,0.6416810084541062,0.6502901463648221,0.6856632012433377,0.6213696983558357,0.04876034657918789,149,0.9260363272465721,0.9011751499600091,0.9020557815153049,0.8647255436743415,0.8575065867194618,0.8902998778231378,0.025546088317505374
14.843420457839965,6.8751248262199445,2.7045100212097166,0.09017253187839808,3,25,3,"('pycatch22', {})",correlation,0.85,"('interpolate', ('polynomial', 2))","{'classifier__base_estimator__max_depth': 3, 'classifier__base_estimator__n_estimators': 25, 'feature_extraction__n_lags': 3, 'feature_extraction__params': ('pycatch22', {}), 'feature_selection__strategy': 'correlation', 'feature_selection__threshold': 0.85, 'imputation__params': ('interpolate', ('polynomial', 2))}",0.5590722505103071,0.5701418852066057,0.6416810084541062,0.6502901463648221,0.6856632012433377,0.6213696983558357,0.04876034657918789,149,0.9260363272465721,0.9011751499600091,0.9020557815153049,0.8647255436743415,0.8575065867194618,0.8902998778231378,0.025546088317505374
14.863985729217529,6.876288446123115,2.706340217590332,0.07102866784603032,3,25,3,"('pycatch22', {})",correlation,0.85,"('interpolate', ('polynomial', 3))","{'classifier__base_estimator__max_depth': 3, 'classifier__base_estimator__n_estimators': 25, 'feature_extraction__n_lags': 3, 'feature_extraction__params': ('pycatch22', {}), 'feature_selection__strategy': 'correlation', 'feature_selection__threshold': 0.85, 'imputation__params': ('interpolate', ('polynomial', 3))}",0.5590722505103071,0.5701418852066057,0.6416810084541062,0.6502901463648221,0.6856632012433377,0.6213696983558357,0.04876034657918789,149,0.9260363272465721,0.9011751499600091,0.9020557815153049,0.8647255436743415,0.8575065867194618,0.8902998778231378,0.025546088317505374
14.889752388000488,6.974962225024953,2.7775776863098143,0.1015020119135214,3,25,3,"('pycatch22', {})",correlation,0.85,"('ffill', None)","{'classifier__base_estimator__max_depth': 3, 'classifier__base_estimator__n_estimators': 25, 'feature_extraction__n_lags': 3, 'feature_extraction__params': ('pycatch22', {}), 'feature_selection__strategy': 'correlation', 'feature_selection__threshold': 0.85, 'imputation__params': ('ffill', None)}",0.5590722505103071,0.5701418852066057,0.6416810084541062,0.6502901463648221,0.6856632012433377,0.6213696983558357,0.04876034657918789,149,0.9260363272465721,0.9011751499600091,0.9020557815153049,0.8647255436743415,0.8575065867194618,0.8902998778231378,0.025546088317505374
15.237244129180908,7.114410098505059,2.848504114151001,0.10219985100038732,3,25,3,"('pycatch22', {})",correlation,0.9,"('interpolate', 'linear')","{'classifier__base_estimator__max_depth': 3, 'classifier__base_estimator__n_estimators': 25, 'feature_extraction__n_lags': 3, 'feature_extraction__params': ('pycatch22', {}), 'feature_selection__strategy': 'correlation', 'feature_selection__threshold': 0.9, 'imputation__params': ('interpolate', 'linear')}",0.6288628189886574,0.5557672103389537,0.6096505132850242,0.6470200928720394,0.6791655325015148,0.6240932335972379,0.041130002557556535,129,0.9330811634498659,0.8917972201305362,0.9038199281788621,0.8661269581766831,0.8539985497673884,0.8897647639406673,0.02798555671767696
15.049294662475585,6.860554174229454,2.83230938911438,0.20001609477653914,3,25,3,"('pycatch22', {})",correlation,0.9,"('interpolate', ('polynomial', 2))","{'classifier__base_estimator__max_depth': 3, 'classifier__base_estimator__n_estimators': 25, 'feature_extraction__n_lags': 3, 'feature_extraction__params': ('pycatch22', {}), 'feature_selection__strategy': 'correlation', 'feature_selection__threshold': 0.9, 'imputation__params': ('interpolate', ('polynomial', 2))}",0.6288628189886574,0.5557672103389537,0.6096505132850242,0.6470200928720394,0.6791655325015148,0.6240932335972379,0.041130002557556535,129,0.9330811634498659,0.8917972201305362,0.9038199281788621,0.8661269581766831,0.8539985497673884,0.8897647639406673,0.02798555671767696
15.276134777069093,7.166921917823598,2.849299669265747,0.13167001156408115,3,25,3,"('pycatch22', {})",correlation,0.9,"('interpolate', ('polynomial', 3))","{'classifier__base_estimator__max_depth': 3, 'classifier__base_estimator__n_estimators': 25, 'feature_extraction__n_lags': 3, 'feature_extraction__params': ('pycatch22', {}), 'feature_selection__strategy': 'correlation', 'feature_selection__threshold': 0.9, 'imputation__params': ('interpolate', ('polynomial', 3))}",0.6288628189886574,0.5557672103389537,0.6096505132850242,0.6470200928720394,0.6791655325015148,0.6240932335972379,0.041130002557556535,129,0.9330811634498659,0.8917972201305362,0.9038199281788621,0.8661269581766831,0.8539985497673884,0.8897647639406673,0.02798555671767696
15.2260347366333,7.0206015870948235,2.8169834136962892,0.12726641676680728,3,25,3,"('pycatch22', {})",correlation,0.9,"('ffill', None)","{'classifier__base_estimator__max_depth': 3, 'classifier__base_estimator__n_estimators': 25, 'feature_extraction__n_lags': 3, 'feature_extraction__params': ('pycatch22', {}), 'feature_selection__strategy': 'correlation', 'feature_selection__threshold': 0.9, 'imputation__params': ('ffill', None)}",0.6288628189886574,0.5557672103389537,0.6096505132850242,0.6470200928720394,0.6791655325015148,0.6240932335972379,0.041130002557556535,129,0.9330811634498659,0.8917972201305362,0.9038199281788621,0.8661269581766831,0.8539985497673884,0.8897647639406673,0.02798555671767696
15.113195323944092,6.888440364108113,2.8071064949035645,0.10430468008990133,3,25,3,"('pycatch22', {})",correlation,0.95,"('interpolate', 'linear')","{'classifier__base_estimator__max_depth': 3, 'classifier__base_estimator__n_estimators': 25, 'feature_extraction__n_lags': 3, 'feature_extraction__params': ('pycatch22', {}), 'feature_selection__strategy': 'correlation', 'feature_selection__threshold': 0.95, 'imputation__params': ('interpolate', 'linear')}",0.6145268662035895,0.5992533431255547,0.5990270229468598,0.6351107554726666,0.672020292043868,0.6239876559585078,0.027405048609910755,133,0.9341494028378352,0.8964759454108209,0.9048425821011242,0.869419866980154,0.8590215392342682,0.8927818673128405,0.026668044026989624
15.301828765869141,7.114565936371336,2.873278856277466,0.1619860346600338,3,25,3,"('pycatch22', {})",correlation,0.95,"('interpolate', ('polynomial', 2))","{'classifier__base_estimator__max_depth': 3, 'classifier__base_estimator__n_estimators': 25, 'feature_extraction__n_lags': 3, 'feature_extraction__params': ('pycatch22', {}), 'feature_selection__strategy': 'correlation', 'feature_selection__threshold': 0.95, 'imputation__params': ('interpolate', ('polynomial', 2))}",0.6145268662035895,0.5992533431255547,0.5990270229468598,0.6351107554726666,0.672020292043868,0.6239876559585078,0.027405048609910755,133,0.9341494028378352,0.8964759454108209,0.9048425821011242,0.869419866980154,0.8590215392342682,0.8927818673128405,0.026668044026989624
