mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_imputation__params,param_feature_selection__threshold,param_feature_selection__strategy,param_feature_extraction__n_lags,param_classifier__base_estimator__n_estimators,param_classifier__base_estimator__max_depth,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
165.24618315696716,58.31874966621399,83.9531751871109,4.591297268867493,"('interpolate', ('spline', 2))",0.99,pca,5,500,5,"{'imputation__params': ('interpolate', ('spline', 2)), 'feature_selection__threshold': 0.99, 'feature_selection__strategy': 'pca', 'feature_extraction__n_lags': 5, 'classifier__base_estimator__n_estimators': 500, 'classifier__base_estimator__max_depth': 5}",0.4923059747739866,0.4664617177444603,0.4793838462592235,0.012922128514763128,1,0.9320062424434707,0.9131580049508116,0.9225821236971412,0.00942411874632959
