mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__base_estimator__max_depth,param_classifier__base_estimator__n_estimators,param_feature_extraction__n_lags,param_feature_selection__strategy,param_feature_selection__threshold,param_feature_selection__variance_threshold,param_imputation__method,param_imputation__strategy,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
22.918787050247193,3.7913943592081076,0.9338057041168213,0.1302619672093623,3,50,1,correlation,0.9,0.99,linear,interpolate,"{'classifier__base_estimator__max_depth': 3, 'classifier__base_estimator__n_estimators': 50, 'feature_extraction__n_lags': 1, 'feature_selection__strategy': 'correlation', 'feature_selection__threshold': 0.9, 'feature_selection__variance_threshold': 0.99, 'imputation__method': 'linear', 'imputation__strategy': 'interpolate'}",0.5845310743536212,0.5681669833625854,0.6682204083861104,0.6458043880253884,0.6614503713218334,0.6256346450899077,0.041219334499243636,674,0.9624353925670687,0.9208095338833651,0.9033708264477495,0.890524455315335,0.8622255318786541,0.9078731480184346,0.03331468597093031
22.89210090637207,3.6609591473709275,0.9192604064941406,0.07493979670149328,3,50,1,correlation,0.9,0.99,linear,ffill,"{'classifier__base_estimator__max_depth': 3, 'classifier__base_estimator__n_estimators': 50, 'feature_extraction__n_lags': 1, 'feature_selection__strategy': 'correlation', 'feature_selection__threshold': 0.9, 'feature_selection__variance_threshold': 0.99, 'imputation__method': 'linear', 'imputation__strategy': 'ffill'}",0.5845310743536212,0.5681669833625854,0.6682204083861104,0.6458043880253884,0.6614503713218334,0.6256346450899077,0.041219334499243636,674,0.9624353925670687,0.9208095338833651,0.9033708264477495,0.890524455315335,0.8622255318786541,0.9078731480184346,0.03331468597093031
22.995725202560426,2.255368596353119,0.9544975757598877,0.11556390696574134,3,50,1,correlation,0.95,0.9,linear,interpolate,"{'classifier__base_estimator__max_depth': 3, 'classifier__base_estimator__n_estimators': 50, 'feature_extraction__n_lags': 1, 'feature_selection__strategy': 'correlation', 'feature_selection__threshold': 0.95, 'feature_selection__variance_threshold': 0.9, 'imputation__method': 'linear', 'imputation__strategy': 'interpolate'}",0.5816404368074514,0.6258684962504171,0.6500668814151561,0.6450797141286421,0.6741096869318233,0.635353043106698,0.030945705072113174,295,0.9583312823037164,0.9267233366027527,0.9045739526508757,0.8873070254060529,0.8641018666161702,0.9082074927159137,0.03240545990511257
21.462879133224487,2.0626464726723817,0.9275973796844482,0.16349734301340907,3,50,1,correlation,0.95,0.9,linear,ffill,"{'classifier__base_estimator__max_depth': 3, 'classifier__base_estimator__n_estimators': 50, 'feature_extraction__n_lags': 1, 'feature_selection__strategy': 'correlation', 'feature_selection__threshold': 0.95, 'feature_selection__variance_threshold': 0.9, 'imputation__method': 'linear', 'imputation__strategy': 'ffill'}",0.5816404368074514,0.6258684962504171,0.6500668814151561,0.6450797141286421,0.6741096869318233,0.635353043106698,0.030945705072113174,295,0.9583312823037164,0.9267233366027527,0.9045739526508757,0.8873070254060529,0.8641018666161702,0.9082074927159137,0.03240545990511257
21.209007358551027,2.54411592472358,0.8797139644622802,0.1419351569717618,3,50,1,correlation,0.95,0.95,linear,interpolate,"{'classifier__base_estimator__max_depth': 3, 'classifier__base_estimator__n_estimators': 50, 'feature_extraction__n_lags': 1, 'feature_selection__strategy': 'correlation', 'feature_selection__threshold': 0.95, 'feature_selection__variance_threshold': 0.95, 'imputation__method': 'linear', 'imputation__strategy': 'interpolate'}",0.5816404368074514,0.6258684962504171,0.6500668814151561,0.6450797141286421,0.6741096869318233,0.635353043106698,0.030945705072113174,295,0.9583312823037164,0.9267233366027527,0.9045739526508757,0.8873070254060529,0.8641018666161702,0.9082074927159137,0.03240545990511257
20.028827905654907,3.0956033504324707,0.8710941314697266,0.1684064142134646,3,50,1,correlation,0.95,0.95,linear,ffill,"{'classifier__base_estimator__max_depth': 3, 'classifier__base_estimator__n_estimators': 50, 'feature_extraction__n_lags': 1, 'feature_selection__strategy': 'correlation', 'feature_selection__threshold': 0.95, 'feature_selection__variance_threshold': 0.95, 'imputation__method': 'linear', 'imputation__strategy': 'ffill'}",0.5816404368074514,0.6258684962504171,0.6500668814151561,0.6450797141286421,0.6741096869318233,0.635353043106698,0.030945705072113174,295,0.9583312823037164,0.9267233366027527,0.9045739526508757,0.8873070254060529,0.8641018666161702,0.9082074927159137,0.03240545990511257
20.645758199691773,2.2670893988010405,0.8695113182067871,0.18090281574659578,3,50,1,correlation,0.95,0.99,linear,interpolate,"{'classifier__base_estimator__max_depth': 3, 'classifier__base_estimator__n_estimators': 50, 'feature_extraction__n_lags': 1, 'feature_selection__strategy': 'correlation', 'feature_selection__threshold': 0.95, 'feature_selection__variance_threshold': 0.99, 'imputation__method': 'linear', 'imputation__strategy': 'interpolate'}",0.5816404368074514,0.6258684962504171,0.6500668814151561,0.6450797141286421,0.6741096869318233,0.635353043106698,0.030945705072113174,295,0.9583312823037164,0.9267233366027527,0.9045739526508757,0.8873070254060529,0.8641018666161702,0.9082074927159137,0.03240545990511257
19.006594944000245,2.2328838435173,0.9021219730377197,0.17969334410289095,3,50,1,correlation,0.95,0.99,linear,ffill,"{'classifier__base_estimator__max_depth': 3, 'classifier__base_estimator__n_estimators': 50, 'feature_extraction__n_lags': 1, 'feature_selection__strategy': 'correlation', 'feature_selection__threshold': 0.95, 'feature_selection__variance_threshold': 0.99, 'imputation__method': 'linear', 'imputation__strategy': 'ffill'}",0.5816404368074514,0.6258684962504171,0.6500668814151561,0.6450797141286421,0.6741096869318233,0.635353043106698,0.030945705072113174,295,0.9583312823037164,0.9267233366027527,0.9045739526508757,0.8873070254060529,0.8641018666161702,0.9082074927159137,0.03240545990511257
14.772484683990479,1.5912617810789629,0.9926597595214843,0.1571142515079679,3,50,1,pca,0.85,0.9,linear,interpolate,"{'classifier__base_estimator__max_depth': 3, 'classifier__base_estimator__n_estimators': 50, 'feature_extraction__n_lags': 1, 'feature_selection__strategy': 'pca', 'feature_selection__threshold': 0.85, 'feature_selection__variance_threshold': 0.9, 'imputation__method': 'linear', 'imputation__strategy': 'interpolate'}",0.5166144745998608,0.48617658577624345,0.4474912644682245,0.5737518116847419,0.6279680871272083,0.5304004447312558,0.0639038664004998,4669,0.8995877430470096,0.8264258835445635,0.8077767116228656,0.7791323577453699,0.7602762577905088,0.8146397907500635,0.04820443953068715
14.196732759475708,0.9513329268559235,0.9089864730834961,0.07204601098182782,3,50,1,pca,0.85,0.9,linear,ffill,"{'classifier__base_estimator__max_depth': 3, 'classifier__base_estimator__n_estimators': 50, 'feature_extraction__n_lags': 1, 'feature_selection__strategy': 'pca', 'feature_selection__threshold': 0.85, 'feature_selection__variance_threshold': 0.9, 'imputation__method': 'linear', 'imputation__strategy': 'ffill'}",0.5166144745998608,0.48617658577624345,0.4474912644682245,0.5737518116847419,0.6279680871272083,0.5304004447312558,0.0639038664004998,4669,0.8995877430470096,0.8264258835445635,0.8077767116228656,0.7791323577453699,0.7602762577905088,0.8146397907500635,0.04820443953068715
